Date,Cone ID,Observer,Treatment,Soil,Health,Species,Leaf Number,Height (cm),Notes
12092016,ME040,ALK,UD,ALIVE,1,BB,4,1.5,
12092016,ME041,ALK,UD,ALIVE,1,BB,5,2.1,
12092016,ME042,ALK,UD,ALIVE,1,BB,5,1.6,moss
12092016,ME043,ALK,UD,ALIVE,1,BB,4,1.1,
12092016,ME044,ALK,UD,ALIVE,1,BB,4,1.5,
12092016,ME045,ALK,UD,ALIVE,0,BB,0,0,no germination
12092016,ME046,ALK,UD,ALIVE,0,BB,0,0,
12092016,ME047,ALK,UD,ALIVE,1,BB,5,1.3,
12092016,ME048,ALK,UD,ALIVE,0,BB,0,0,moss/no germ.
12092016,ME049,ALK,UD,ALIVE,1,LB,2,0.4,moss
12092016,ME050,ALK,UD,ALIVE,1,LB,2,0.7,moss
12092016,ME051,ALK,UD,ALIVE,1,LB,2,0.6,plucked
12092016,ME052,ALK,UD,ALIVE,1,LB,2,1,collapsed
12092016,ME053,ALK,UD,ALIVE,1,LB,3,0.7,plucked
12092016,ME054,ALK,UD,ALIVE,1,LB,2,0.7,moss/side
12092016,ME055,ALK,UD,ALIVE,1,LB,2,0.7,"invader (removed), plucked"
12092016,ME056,ALK,UD,ALIVE,1,LB,2,0.7,plucked/collapsed
12092016,ME057,ALK,UD,ALIVE,1,LB,3,0.5,moss
12092016,ME058,ALK,UD,ALIVE,1,LB,4,1.3,
12092016,ME059,ALK,UD,ALIVE,1,LB,2,0.9,plucked/bent
12092016,ME060,ALK,UD,ALIVE,1,LB,2,0.5,
12162016,ME037,ALK,UD,ALIVE,1,BB,8,3.7,
12162016,ME038,ALK,UD,ALIVE,1,BB,3,0.7,
12162016,ME039,ALK,UD,ALIVE,0,BB,0,0,no germ
12162016,ME040,ALK,UD,ALIVE,1,BB,5,1.7,
12162016,ME041,ALK,UD,ALIVE,1,BB,7,2.2,
12162016,ME042,ALK,UD,ALIVE,1,BB,8,2.5,Moss
12162016,ME043,ALK,UD,ALIVE,1,BB,6,1.5,
12162016,ME044,ALK,UD,ALIVE,1,BB,5,1.7,
12162016,ME045,ALK,UD,ALIVE,0,BB,0,0,nothing present
12162016,ME046,ALK,UD,ALIVE,0,BB,0,0,Dead?
12162016,ME047,ALK,UD,ALIVE,1,BB,7,1.5,
12162016,ME048,ALK,UD,ALIVE,0,BB,0,0,no germ
12162016,ME049,ALK,UD,ALIVE,1,LB,2,0.4,
12162016,ME050,ALK,UD,ALIVE,1,LB,4,1.3,moss
12162016,ME051,ALK,UD,ALIVE,1,LB,4,1.1,plucked
12162016,ME052,ALK,UD,ALIVE,1,LB,2,0.5,
12162016,ME053,ALK,UD,ALIVE,1,LB,3,1.1,
12162016,ME054,ALK,UD,ALIVE,1,LB,2,0.4,moss-collapsed
12162016,ME055,ALK,UD,ALIVE,1,LB,3,0.8,
12162016,ME056,ALK,UD,ALIVE,1,LB,4,0.9,moss
12162016,ME057,ALK,UD,ALIVE,1,LB,4,0.8,
12162016,ME058,ALK,UD,ALIVE,1,LB,5,1.6,
12162016,ME059,ALK,UD,ALIVE,1,LB,4,0.8,moss
12162016,ME060,ALK,UD,ALIVE,1,LB,4,0.7,
12302016,ME039,PPK,UD,ALIVE,0,BB,0,0,
12302016,ME040,PPK,UD,ALIVE,1,BB,8,1.7,pos moss
12302016,ME041,PPK,UD,ALIVE,1,BB,8,1.9,pos moss
12302016,ME042,PPK,UD,ALIVE,1,BB,2.5,8,moss
12302016,ME043,PPK,UD,ALIVE,1,BB,7,1.4,pos moss
12302016,ME044,PPK,UD,ALIVE,1,BB,6,2.2,pos moss
12302016,ME045,PPK,UD,ALIVE,0,BB,0,0,
12302016,ME046,PPK,UD,ALIVE,0,BB,0,0,
12302016,ME047,PPK,UD,ALIVE,1,BB,7,1.4,neg moss
12302016,ME048,PPK,UD,ALIVE,0,BB,0,0,
12302016,ME049,PPK,UD,ALIVE,1,BB,4,1,neg moss
12302016,ME050,PPK,UD,ALIVE,1,BB,4,1.3,pos moss
12302016,ME051,PPK,UD,ALIVE,1,BB,5,1.6,"invader pluked, pos moss"
12302016,ME052,PPK,UD,ALIVE,1,LB,4,0.5,pos moss
12302016,ME053,PPK,UD,ALIVE,1,LB,5,0.9,neg moss
12302016,ME054,PPK,UD,ALIVE,1,LB,2,0.5,"might die, pos moss"
12302016,ME055,PPK,UD,ALIVE,1,LB,4,1,neg moss
12302016,ME056,PPK,UD,ALIVE,1,LB,5,1.3,pos moss
12302016,ME057,PPK,UD,ALIVE,1,LB,5,1.3,pos moss
12302016,ME058,PPK,UD,ALIVE,1,LB,5,2.5,pos moss
12302016,ME059,PPK,UD,ALIVE,1,LB,4,0.8,
12302016,ME060,PPK,UD,ALIVE,1,LB,5,1.8,dead moss?
12302016,ME061,PPK,UD,ALIVE,1,LB,2,0.4,neg moss
12302016,ME062,PPK,UD,ALIVE,1,LB,4,0.7,pos moss
12302016,ME063,PPK,UD,ALIVE,1,LB,7,1.9,"2Y, 1R,4N"
120817,ME037,JTH,UD,ALIVE,1,BB,74,8.1,"9 small br., leaves falling off, moss"
120817,ME038,JTH,UD,ALIVE,1,BB,3,0.4,"gravely soil, probably dead"
120817,ME039,JTH,UD,ALIVE,0,BB,0,0,"no plant, spores"
120817,ME040,JTH,UD,ALIVE,1,BB,45,7.8,"4 br., leaves falling off, thick moss"
120817,ME041,JTH,UD,ALIVE,1,BB,70,7.2,"9 small br., leaves falling off, thin moss"
120817,ME042,JTH,UD,ALIVE,1,BB,47,9,"2 br., losing leaves"
120817,ME043,JTH,UD,ALIVE,1,BB,62,12.2,"5 br., thin, blackish moss"
120817,ME044,JTH,UD,ALIVE,1,BB,100,11,6 br. Spider inhabitant!
120817,ME045,JTH,UD,ALIVE,0,BB,0,0,"no plant, black gravely dirt/moss"
120817,ME046,JTH,UD,ALIVE,0,BB,0,0,"no plant, thick moss"
120817,ME047,JTH,UD,ALIVE,1,BB,140,9.5,"6 br., some black moss, mostly dirt"
120817,ME048,JTH,UD,ALIVE,0,LB,0,0,"no plant, gravely soil"
120817,ME049,JTH,UD,ALIVE,1,LB,90,6.7,8 br.
120817,ME050,JTH,UD,ALIVE,1,LB,42,2.8,5 small br.
120817,ME051,JTH,UD,ALIVE,1,LB,74,4.1,12 br. moss
120817,ME052,JTH,UD,ALIVE,1,LB,47,6.3,"3 br., (7 other sprouts, though. Their leaves were not counted), thin moss"
120817,ME053,JTH,UD,ALIVE,1,LB,77,3.7,"10 small br., no moss"
120817,ME054,JTH,UD,ALIVE,1,LB,17,2.7,1 branch (3-4 seperate sprouts)
120817,ME055,JTH,UD,ALIVE,1,LB,82,5.5,"14 br., 1/2 moss 1/2 dirt"
120817,ME056,JTH,UD,ALIVE,1,LB,57,4.2,"9 br., thick, sporing moss"
120817,ME057,JTH,UD,ALIVE,1,LB,67,6,"6 br., moss sporophytes"
120817,ME058,JTH,UD,ALIVE,1,LB,135,9.7,14 br.
120817,ME059,JTH,UD,ALIVE,1,LB,70,6.1,"6 br., spores, moss"
120817,ME060,JTH,UD,ALIVE,1,LB,101,7.6,"11 br., thin moss"
1162018,ME037,JTH,UD,ALIVE,1,BB,67,NA,
1162018,ME038,JTH,UD,ALIVE,0,BB,0,NA,no plnt
1162018,ME039,JTH,UD,ALIVE,0,BB,0,NA,no plnt
1162018,ME040,JTH,UD,ALIVE,1,BB,39,NA,
1162018,ME041,JTH,UD,ALIVE,1,BB,63,NA,
1162018,ME042,JTH,UD,ALIVE,1,BB,41,NA,
1162018,ME043,JTH,UD,ALIVE,1,BB,43,NA,
1162018,ME044,JTH,UD,ALIVE,1,BB,107,NA,
1162018,ME045,JTH,UD,ALIVE,0,BB,0,NA,no plnt
1162018,ME046,JTH,UD,ALIVE,0,BB,0,NA,no plnt
1162018,ME047,JTH,UD,ALIVE,1,BB,113,NA,
1162018,ME048,JTH,UD,ALIVE,0,BB,0,NA,no plnt
1162018,ME049,JTH,UD,ALIVE,1,LB,104,NA,
1162018,ME050,JTH,UD,ALIVE,1,LB,55,NA,
1162018,ME051,JTH,UD,ALIVE,1,LB,76,NA,
1162018,ME052,JTH,UD,ALIVE,1,LB,38,NA,
1162018,ME053,JTH,UD,ALIVE,1,LB,81,NA,
1162018,ME054,JTH,UD,ALIVE,1,LB,18,NA,
1162018,ME055,JTH,UD,ALIVE,1,LB,80,NA,
1162018,ME056,JTH,UD,ALIVE,1,LB,68,NA,
1162018,ME057,JTH,UD,ALIVE,1,LB,78,NA,
1162018,ME058,JTH,UD,ALIVE,1,LB,153,NA,
1162018,ME059,JTH,UD,ALIVE,1,LB,72,NA,
1162018,ME060,JTH,UD,ALIVE,1,LB,105,NA,
